Tweet_ID,Tweet_Date,User_Name,User_ID,Retweet_CT,Content
9.65577E+17,22:50.0,tinabarrett18,2455112470,0,Any peeps with @Liskeard_School kids out there? What week is it on the planner for tomorrow please? #noclue
9.65589E+17,08:24.0,NorthVanMike,18921995,0,@Garcelon who the hell is she? #noidea
9.65613E+17,45:12.0,thedoc213,17966763,0,Always suffering from hydrogen psychosis.#crazyeye #noidea #hungover @ National Harbor https://t.co/LoBkTGgTzV
9.65619E+17,07:13.0,djb_mk,3072198429,0,"@occulturepod Damn, had to be hip hop, didn't it? #NoClue"
9.6565E+17,09:50.0,Afro_Atheist,9.0584E+17,0,@Brasilmagic Everything’s a photo op with this one. #sociopathicbillionaire #noidea
9.65679E+17,04:49.0,Be11ezaPerfecta,7.0977E+17,0,"If you fancy a chuckle, come and join me.How NOT to apply eye makeup 😂😂😂#AllTheGear #NoIdea https://t.co/PC402Y3jSq"
9.65707E+17,59:35.0,MoiraSlaughter,20408627,0,#marcella Think I need to watch that again #noidea
9.65715E+17,27:43.0,hannj666,1355592691,0,@QandA @Simon_Breheny Shut up @Simon_Breheny you IPA loopy #noidea
9.65718E+17,41:42.0,Allaboutcryptos,9.35264E+17,0,"Nocoiner, what a nice personal description!#nocoiner #noclue #bitcoin #iota #loveit"
9.65775E+17,29:16.0,aaronhmperry,20311500,0,"@jencrotts #noidea but I like the phrase ""thought seize"""
9.65825E+17,48:13.0,AppolloniDerek,7.97839E+17,0,@snes NES? Lol dammit I stared at this for 10mins before admitting I had to guess it😭 What do you think @debo5580 #NoClue
9.65869E+17,41:58.0,TomOCallan,270283577,0,@borisranting mick shark talking about Winx trial at Randwick like it was put on as entertainment no. 59 #noidea
9.65919E+17,01:59.0,AndreaBiatta,163884292,0,Hey @xbox rate my set up 1 to 10!!#xbox #xboxonex #techsupport #noclue #gamer #gamerlife #setup… https://t.co/BPrnOyFeMS
9.65923E+17,15:52.0,jasontd05,393080677,0,"@Dart_Adams @SnottieDrippen Hahahahahahaha hold that L brother, you just got served a big slice of humble pie! #noidea"
9.65928E+17,35:23.0,natasha_seery,3299330747,0,#OTD Edward VI crowned - 9 YEARS OLD #noidea #HenryVIIIEmotionalHealthTips https://t.co/9dsahIOz3G
9.65948E+17,54:58.0,MattSears96,21191132,0,So WHAT is the UK Government's solution to the border with Ireland? #NoClue https://t.co/fZnSPBtUq4
9.65961E+17,45:42.0,HannahMannah,23919145,0,@Careyscape @Elise_Christie And you tweet like a twat #muppet #noidea
